5.518700000000000000e+04 1.256300000000000000e+04 3.749900000000000000e+04 1.689000000000000000e+04 4.060300000000000000e+04 4.112900000000000000e+04 3.760700000000000000e+04 1.854800000000000000e+04 3.886600000000000000e+04 2.438000000000000000e+04
3.742400000000000000e+04 1.347000000000000000e+04 2.733500000000000000e+04 2.027000000000000000e+03 2.137000000000000000e+04 3.773900000000000000e+04 3.345900000000000000e+04 1.607500000000000000e+04 1.798600000000000000e+04 1.733400000000000000e+04
3.673400000000000000e+04 2.098200000000000000e+04 4.591000000000000000e+04 2.702500000000000000e+04 2.208200000000000000e+04 4.112900000000000000e+04 4.009500000000000000e+04 2.102100000000000000e+04 4.961600000000000000e+04 2.460400000000000000e+04
5.760200000000000000e+04 1.567100000000000000e+04 3.995200000000000000e+04 2.094400000000000000e+04 3.063000000000000000e+04 6.485700000000000000e+04 4.355200000000000000e+04 1.360200000000000000e+04 3.659200000000000000e+04 3.645800000000000000e+04
3.811400000000000000e+04 2.396000000000000000e+04 5.291900000000000000e+04 3.513200000000000000e+04 3.419200000000000000e+04 4.112900000000000000e+04 3.249100000000000000e+04 3.214900000000000000e+04 2.915000000000000000e+04 1.699900000000000000e+04
5.467000000000000000e+04 1.321100000000000000e+04 3.820000000000000000e+04 1.553900000000000000e+04 2.991800000000000000e+04 5.175000000000000000e+04 4.216900000000000000e+04 2.596700000000000000e+04 3.225100000000000000e+04 3.058700000000000000e+04
5.794700000000000000e+04 1.463500000000000000e+04 3.820000000000000000e+04 1.351200000000000000e+04 1.852100000000000000e+04 3.434900000000000000e+04 3.014100000000000000e+04 2.102100000000000000e+04 3.245700000000000000e+04 2.219900000000000000e+04
5.225600000000000000e+04 1.826200000000000000e+04 4.380700000000000000e+04 2.364700000000000000e+04 3.632900000000000000e+04 3.660900000000000000e+04 3.000200000000000000e+04 2.225700000000000000e+04 1.736600000000000000e+04 2.108100000000000000e+04
6.553500000000000000e+04 1.165600000000000000e+04 2.838700000000000000e+04 1.148600000000000000e+04 1.923300000000000000e+04 4.112900000000000000e+04 3.650100000000000000e+04 1.978400000000000000e+04 3.245700000000000000e+04 2.192000000000000000e+04
4.880600000000000000e+04 7.900000000000000000e+03 3.189100000000000000e+04 1.824200000000000000e+04 1.994500000000000000e+04 4.519700000000000000e+04 3.885100000000000000e+04 1.112900000000000000e+04 2.977000000000000000e+04 3.321500000000000000e+04
5.294500000000000000e+04 1.839100000000000000e+04 3.294300000000000000e+04 2.499800000000000000e+04 2.493200000000000000e+04 4.451900000000000000e+04 4.120100000000000000e+04 1.112900000000000000e+04 4.072700000000000000e+04 2.499500000000000000e+04
5.329000000000000000e+04 9.584000000000000000e+03 3.364400000000000000e+04 2.094400000000000000e+04 1.780800000000000000e+04 2.757000000000000000e+04 2.889600000000000000e+04 1.607500000000000000e+04 2.398100000000000000e+04 2.080100000000000000e+04
4.690900000000000000e+04 1.282200000000000000e+04 3.679800000000000000e+04 1.824200000000000000e+04 1.353400000000000000e+04 3.660900000000000000e+04 3.345900000000000000e+04 1.978400000000000000e+04 2.894300000000000000e+04 2.415600000000000000e+04
6.415500000000000000e+04 1.282200000000000000e+04 3.609700000000000000e+04 2.702000000000000000e+03 1.495900000000000000e+04 4.790800000000000000e+04 4.631700000000000000e+04 3.709500000000000000e+04 4.961600000000000000e+04 2.303800000000000000e+04
5.777400000000000000e+04 1.463500000000000000e+04 3.574600000000000000e+04 4.729000000000000000e+03 2.279500000000000000e+04 5.242800000000000000e+04 4.562600000000000000e+04 1.978400000000000000e+04 5.271700000000000000e+04 3.478100000000000000e+04
